address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
3000 Garbett St,McKeesport,PA,15132,25000,NA,2.0,1.0,249,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3000-Garbett-St-Mckeesport-PA-15132/11462426_zpid/
2115 Duquesne Ave,McKeesport,PA,15132,72900,NA,3.0,2.0,198,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2115-Duquesne-Ave-Mckeesport-PA-15132/11463706_zpid/
1408 Freemont St,McKeesport,PA,15132,49900,1724.0,3.0,1.0,198,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1408-Freemont-St-Mckeesport-PA-15132/11462523_zpid/
3512 Orchard St,McKeesport,PA,15132,66900,NA,2.0,2.0,290,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3512-Orchard-St-Mckeesport-PA-15132/11502605_zpid/
1022 Porter St,McKeesport,PA,15132,59900,NA,3.0,1.0,666,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1022-Porter-St-Mckeesport-PA-15132/11461201_zpid/
2414 Collins St,McKeesport,PA,15132,55000,NA,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2414-Collins-St-Mckeesport-PA-15132/11502659_zpid/
401 Lemon St,McKeesport,PA,15132,5000,NA,0,NA,185,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/401-Lemon-St-Mckeesport-PA-15132/2096628616_zpid/
1409 Freemont St,McKeesport,PA,15132,49900,1566.0,3.0,1.0,198,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1409-Freemont-St-Mckeesport-PA-15132/11462515_zpid/
712 Bayne St,McKeesport,PA,15132,67900,1351.0,3.0,1.0,297,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/712-Bayne-St-Mckeesport-PA-15132/11542011_zpid/
1416 Ravine St,McKeesport,PA,15132,33999,NA,3.0,2.0,293,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1416-Ravine-St-Mckeesport-PA-15132/11464639_zpid/
Reba St,MCKEESPORT,PA,15132,8000,NA,0,NA,315,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Reba-St-Mckeesport-PA-15132/11503197_zpid/
215 Wainwright Dr,McKeesport,PA,15132,129900,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/215-Wainwright-Dr-Mckeesport-PA-15132/11502062_zpid/
205 Wainwright Dr,McKeesport,PA,15132,92500,NA,2.0,2.0,310,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/205-Wainwright-Dr-Mckeesport-PA-15132/11501930_zpid/
408 Marshall Dr,McKeesport,PA,15132,124900,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/408-Marshall-Dr-Mckeesport-PA-15132/11502159_zpid/
930 Fawcett Ave,McKeesport,PA,15132,229900,NA,4.0,3.0,333,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/930-Fawcett-Ave-Mckeesport-PA-15132/11500265_zpid/
2315 Cleveland St,McKeesport,PA,15132,49900,1152.0,2.0,1.0,260,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2315-Cleveland-St-Mckeesport-PA-15132/11501550_zpid/
905 Mccleary St,McKeesport,PA,15132,57000,NA,3.0,2.0,291,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/905-Mccleary-St-Mckeesport-PA-15132/11461490_zpid/
1811 Grandview Ave,McKeesport,PA,15132,119900,NA,0,NA,164,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1811-Grandview-Ave-Mckeesport-PA-15132/2102651016_zpid/
100 Edward Dr,Mckeesport,PA,15132,379500,NA,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/100-Edward-Dr-Mckeesport-PA-15132/87988853_zpid/
0 Monongahela LOT 4,McKeesport,PA,15132,39500,NA,NA,NA,244,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Monongahela-LOT-4-Mckeesport-PA-15132/2097368628_zpid/
0 Monongahela LOT 1,McKeesport,PA,15132,39500,NA,NA,NA,244,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Monongahela-LOT-1-Mckeesport-PA-15132/2097368629_zpid/
2427 2431 # 5TH,McKeesport,PA,15132,79900,9583.0,NA,NA,350,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/2427-2431-5TH-Mckeesport-PA-15132/2098665917_zpid/
Beverly Rd,McKeesport,PA,15133,NA,1163.0,4.0,1.0,18,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128926743_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3906 Mclean Dr,McKeesport,PA,15133,73000,905.0,3.0,1.5,14,Auction,http://www.zillow.com/homes/for_sale//homedetails/3906-Mclean-Dr-Mckeesport-PA-15133/11576002_zpid/
Mclean Dr,McKeesport,PA,15133,73000,905.0,3.0,1.5,15,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124823228_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1017 Washington Blvd,McKeesport,PA,15133,49900,NA,2.0,2.0,17,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1017-Washington-Blvd-Mckeesport-PA-15133/11465263_zpid/
516 Sceneridge Rd,McKeesport,PA,15133,94900,NA,4.0,2.0,14,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/516-Sceneridge-Rd-Mckeesport-PA-15133/11542876_zpid/
1010 Washington Blvd,McKeesport,PA,15133,27850,836.0,2.0,1.0,24,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1010-Washington-Blvd-Mckeesport-PA-15133/11465230_zpid/
Washington Blvd,McKeesport,PA,15133,NA,820.0,2.0,1.0,165,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127211523_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2415 Latrobe St,McKeesport,PA,15133,99900,NA,3.0,2.0,21,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2415-Latrobe-St-Mckeesport-PA-15133/11503530_zpid/
Fritchie St,McKeesport,PA,15133,NA,918.0,3.0,1.0,347,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/Fritchie-St-Mckeesport-PA-15133/126082204_zpid/
1318 Romine Ave,McKeesport,PA,15133,19900,NA,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1318-Romine-Ave-Mckeesport-PA-15133/11466157_zpid/
1308 Romine Ave,McKeesport,PA,15133,42000,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1308-Romine-Ave-Mckeesport-PA-15133/11465807_zpid/
1916 Trimble Ave,McKeesport,PA,15133,28900,NA,2.0,1.0,42,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/1916-Trimble-Ave-Mckeesport-PA-15133/11503231_zpid/
Latrobe St,McKeesport,PA,15133,92000,2356.0,3.0,2.0,381,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125839727_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
345 Pine St,McKeesport,PA,15133,115000,2302.0,5.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/345-Pine-St-Mckeesport-PA-15133/11503249_zpid/
1124 Woodland Dr,McKeesport,PA,15133,39900,NA,2.0,1.0,236,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1124-Woodland-Dr-Mckeesport-PA-15133/11503853_zpid/
Myer Ave,McKeesport,PA,15133,73000,1315.0,3.0,1.0,682,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116751889_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Romine Ave,McKeesport,PA,15133,80000,2328.0,3.0,1.0,435,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125442703_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1019 Washington Blvd,McKeesport,PA,15133,60000,880.0,2.0,1.0,62,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1019-Washington-Blvd-Mckeesport-PA-15133/11465264_zpid/
3320 Orchard Dr,McKeesport,PA,15133,89900,NA,3.0,2.0,164,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3320-Orchard-Dr-Mckeesport-PA-15133/11542332_zpid/
1120 Woodland Dr,McKeesport,PA,15133,56000,1024.0,1.0,1.0,103,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1120-Woodland-Dr-Mckeesport-PA-15133/11503831_zpid/
Romine Ave,McKeesport,PA,15133,51000,1478.0,3.0,1.0,382,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116747259_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1158 Portsmouth Dr,McKeesport,PA,15133,129900,NA,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1158-Portsmouth-Dr-Mckeesport-PA-15133/11504043_zpid/
102 June Dr,McKeesport,PA,15133,159900,NA,4.0,3.0,61,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/102-June-Dr-Mckeesport-PA-15133/11504022_zpid/
1310 Coronado Dr,McKeesport,PA,15133,55000,NA,4.0,2.0,103,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1310-Coronado-Dr-Mckeesport-PA-15133/11465948_zpid/
909 Romine Ave,McKeesport,PA,15133,102000,NA,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/909-Romine-Ave-Mckeesport-PA-15133/11426456_zpid/
1017 Morton Ave,McKeesport,PA,15133,79900,NA,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1017-Morton-Ave-Mckeesport-PA-15133/11465361_zpid/
1616 New York Ave,McKeesport,PA,15133,52000,950.0,3.0,1.0,411,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1616-New-York-Ave-Mckeesport-PA-15133/11503911_zpid/
3816 Mclean Dr,McKeesport,PA,15133,94900,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3816-Mclean-Dr-Mckeesport-PA-15133/11575983_zpid/
610 Owens Ave,McKeesport,PA,15133,55000,NA,3.0,1.0,242,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/610-Owens-Ave-Mckeesport-PA-15133/11542636_zpid/
1711 Romine Ave,McKeesport,PA,15133,39900,NA,2.0,2.0,182,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1711-Romine-Ave-Mckeesport-PA-15133/11465004_zpid/
325 Gumbert St,McKeesport,PA,15133,89500,NA,0,NA,454,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/325-Gumbert-St-Mckeesport-PA-15133/2099880397_zpid/
Pleasant Ave,McKeesport,PA,15133,39000,800.0,2.0,1.0,345,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125407242_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Glenn Ave,McKeesport,PA,15133,NA,1222.0,3.0,1.0,256,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126882670_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
309 Sceneridge Rd,McKeesport,PA,15133,64900,NA,2.0,1.0,147,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/309-Sceneridge-Rd-Mckeesport-PA-15133/11542172_zpid/
1122 Portsmouth Dr,McKeesport,PA,15133,92900,1271.0,3.0,2.0,182,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1122-Portsmouth-Dr-Mckeesport-PA-15133/11504003_zpid/
507 Owens Ave,McKeesport,PA,15133,57000,1031.0,2.0,1.0,412,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/507-Owens-Ave-Mckeesport-PA-15133/11542694_zpid/
1104 Norwood St,McKeesport,PA,15133,20000,NA,NA,NA,178,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/1104-Norwood-St-Mckeesport-PA-15133/11465679_zpid/
1310 Mcclelland Dr,McKeesport,PA,15133,59900,874.0,2.0,1.0,321,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1310-Mcclelland-Dr-Mckeesport-PA-15133/11465928_zpid/
1311 Penhurst St,McKeesport,PA,15135,129900,NA,3.0,2.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1311-Penhurst-St-Mckeesport-PA-15135/11603423_zpid/
804 Pinecrest Dr,McKeesport,PA,15135,89900,888.0,2.0,1.0,7,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/804-Pinecrest-Dr-Mckeesport-PA-15135/11575284_zpid/
1206 Dalewood Dr,McKeesport,PA,15135,189900,NA,3.0,2.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1206-Dalewood-Dr-Mckeesport-PA-15135/2094551099_zpid/
925 Burning Tree Dr,McKeesport,PA,15135,295000,3125.0,4.0,4.0,7,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/925-Burning-Tree-Dr-Mckeesport-PA-15135/11575309_zpid/
Everglade Dr,McKeesport,PA,15135,NA,1092.0,3.0,1.0,130,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/Everglade-Dr-Mckeesport-PA-15135/128579145_zpid/
Pitt St,McKeesport,PA,15135,NA,1364.0,2.0,1.0,18,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128926782_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Smithfield St,McKeesport,PA,15135,NA,1026.0,3.0,1.0,18,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128926776_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1711 Boston Hollow Rd,McKeesport,PA,15135,99500,1200.0,0,2.0,25,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1711-Boston-Hollow-Rd-Mckeesport-PA-15135/2094783225_zpid/
1505 Greenock Buena Vista Rd,McKeesport,PA,15135,95000,NA,3.0,2.0,25,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1505-Greenock-Buena-Vista-Rd-Mckeesport-PA-15135/11575327_zpid/
1702 Victory St,McKeesport,PA,15135,10900,NA,2.0,1.0,NA,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/1702-Victory-St-Mckeesport-PA-15135/11575731_zpid/
Victory St,McKeesport,PA,15135,NA,1325.0,2.0,1.0,190,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/Victory-St-Mckeesport-PA-15135/127101679_zpid/
Smithfield St,McKeesport,PA,15135,NA,1753.0,2.0,1.0,291,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/Smithfield-St-Mckeesport-PA-15135/126704935_zpid/
5830 Holsing St,McKeesport,PA,15135,24900,NA,3.0,1.0,40,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/5830-Holsing-St-Mckeesport-PA-15135/11575765_zpid/
401 Antonelli Dr,McKeesport,PA,15135,59900,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/401-Antonelli-Dr-Mckeesport-PA-15135/11541814_zpid/
Lebanon Dr,MCKEESPORT,PA,15135,NA,NA,NA,NA,2527,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/Lebanon-Dr-Mckeesport-PA-15135/87994389_zpid/
2206 Constitution Blvd,McKeesport,PA,15135,149900,1468.0,2.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2206-Constitution-Blvd-Mckeesport-PA-15135/11574870_zpid/
402 Stoner St,McKeesport,PA,15135,102200,1369.0,3.0,1.0,46,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/402-Stoner-St-Mckeesport-PA-15135/11541805_zpid/
Everglade Dr,Mckeesport,PA,15135,NA,1744.0,3.0,2.5,256,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126882657_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Oberdick Dr,McKeesport,PA,15135,95000,998.0,3.0,1.0,18,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125772210_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Cascade Dr,McKeesport,PA,15135,NA,1518.0,3.0,2.0,161,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127101678_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Meade St,McKeesport,PA,15135,NA,1887.0,3.0,1.5,256,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126882656_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
152 Mount Vernon Dr,McKeesport,PA,15135,NA,NA,4.0,1.5,179,Auction,http://www.zillow.com/homes/for_sale//homedetails/152-Mount-Vernon-Dr-Mckeesport-PA-15135/11632718_zpid/
Ridge Rd,McKeesport,PA,15135,107000,1140.0,2.0,2.0,293,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126082250_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Ridge Rd,McKeesport,PA,15135,NA,1160.0,3.0,1.5,71,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128623645_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1513 Schweitzer Rd,McKeesport,PA,15135,54000,NA,3.0,2.0,679,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1513-Schweitzer-Rd-Mckeesport-PA-15135/11574873_zpid/
5905 Hart St,McKeesport,PA,15135,210000,2400.0,2.0,2.0,51,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5905-Hart-St-Mckeesport-PA-15135/11575638_zpid/
1547 Greenock Buena Vista Rd,McKeesport,PA,15135,160000,NA,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1547-Greenock-Buena-Vista-Rd-Mckeesport-PA-15135/11603385_zpid/
1101 Clydesdale Ave,McKeesport,PA,15135,84900,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1101-Clydesdale-Ave-Mckeesport-PA-15135/2094889174_zpid/
Roslyn St,McKeesport,PA,15135,76000,956.0,2.0,1.0,469,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/121323229_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
6119 Meade St,Boston,PA,15135,135000,NA,3.0,2.5,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6119-Meade-St-Boston-PA-15135/11575733_zpid/
315 Terrace Dr,McKeesport,PA,15135,85500,NA,2.0,1.5,60,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/315-Terrace-Dr-Mckeesport-PA-15135/11574957_zpid/
2420 Greenock Buena Vista Rd,McKeesport,PA,15135,165000,NA,0,NA,118,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2420-Greenock-Buena-Vista-Rd-Mckeesport-PA-15135/2095887742_zpid/
Ridge Rd,McKeesport,PA,15135,NA,1120.0,2.0,1.0,130,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128579163_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
5812 Holsing St,McKeesport,PA,15135,65000,NA,3.0,1.0,68,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5812-Holsing-St-Mckeesport-PA-15135/11575761_zpid/
106 Short,Elizabeth Twp/Boro,PA,15135,49900,NA,0,NA,57,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/106-Short-Elizabeth-Twp-boro-PA-15135/2095142707_zpid/
Smithfield St,Mckeesport,PA,15135,65000,1010.0,2.0,1.0,345,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123193308_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1206 Dalewood St,McKeesport,PA,15135,189900,NA,3.0,2.0,50,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1206-Dalewood-St-Mckeesport-PA-15135/11575091_zpid/
12 Transit Dr,McKeesport,PA,15135,89900,NA,3.0,1.0,115,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/12-Transit-Dr-Mckeesport-PA-15135/11574910_zpid/
406 Middlesex Rd,McKeesport,PA,15135,229900,NA,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/406-Middlesex-Rd-Mckeesport-PA-15135/11657875_zpid/
100 Swallow,Elizabeth Twp/Boro,PA,15135,1400000,NA,NA,NA,60,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/100-Swallow-Elizabeth-Twp-boro-PA-15135/2095168414_zpid/
Lot 1 Thunderbird,Elizabeth Twp/Boro,PA,15135,29000,NA,NA,NA,74,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/Lot-1-Thunderbird-Elizabeth-Twp-boro-PA-15135/2097620020_zpid/
2202 Lebanon Dr,McKeesport,PA,15135,249900,1794.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2202-Lebanon-Dr-Mckeesport-PA-15135/87995772_zpid/
105 Lee Ct,McKeesport,PA,15135,344500,NA,4.0,5.0,54,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/105-Lee-Ct-Mckeesport-PA-15135/11632754_zpid/
2265 Greenock Buena Vista Rd,McKeesport,PA,15135,449900,NA,4.0,5.0,328,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2265-Greenock-Buena-Vista-Rd-Mckeesport-PA-15135/11632290_zpid/
0 Smithfield St,Elizabeth Twp/Boro,PA,15135,90000,NA,NA,NA,297,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Smithfield-St-Elizabeth-Twp-boro-PA-15135/2098016236_zpid/
100 Arbor Trails Dr # EBRX5G,Mc Kees Rocks,PA,15136,236990,1740.0,3.0,3.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2097143306_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
155 Highland Ave,Mc Kees Rocks,PA,15136,55000,NA,3.0,2.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/155-Highland-Ave-Mc-Kees-Rocks-PA-15136/11594179_zpid/
100 Arbor Trails Dr # CD9I98,Mc Kees Rocks,PA,15136,209990,1642.0,3.0,3.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2097143307_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
100 Arbor Trails Dr # L82ZAT,Mc Kees Rocks,PA,15136,194990,1280.0,3.0,1.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2097127600_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
112 Homer Cir,Mc Kees Rocks,PA,15136,119900,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/112-Homer-Cir-Mc-Kees-Rocks-PA-15136/11264243_zpid/
25 Winter Dr,Mc Kees Rocks,PA,15136,155000,NA,3.0,1.0,7,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/25-Winter-Dr-Mc-Kees-Rocks-PA-15136/11365185_zpid/
