address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
159 Penn Crest Dr,White Oak,PA,15131,149900,NA,3.0,2.0,54,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/159-Penn-Crest-Dr-White-Oak-PA-15131/11573444_zpid/
3407 Quay St,White Oak,PA,15131,100000,1050.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3407-Quay-St-White-Oak-PA-15131/52560844_zpid/
1401 Summitt St,White Oak,PA,15131,143600,NA,3.0,3.0,196,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1401-Summitt-St-White-Oak-PA-15131/11500946_zpid/
2021 Fawcett Ave,White Oak,PA,15131,134900,1418.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2021-Fawcett-Ave-White-Oak-PA-15131/11541337_zpid/
1824 Horizon Dr,White Oak,PA,15131,118000,NA,3.0,1.0,53,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1824-Horizon-Dr-White-Oak-PA-15131/11541058_zpid/
1133 Lincoln Way,White Oak,PA,15131,120000,NA,0,NA,360,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1133-Lincoln-Way-White-Oak-PA-15131/119344552_zpid/
3223 Jacks Run Rd,White Oak,PA,15131,159900,NA,3.0,3.0,243,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3223-Jacks-Run-Rd-White-Oak-PA-15131/11573322_zpid/
1313 Summitt St,White Oak,PA,15131,150000,NA,3.0,2.0,209,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1313-Summitt-St-White-Oak-PA-15131/11500884_zpid/
1041 Amherst St,White Oak,PA,15131,54999,NA,2.0,1.0,342,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1041-Amherst-St-White-Oak-PA-15131/11500569_zpid/
203 Carmella Dr,White Oak,PA,15131,103000,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/203-Carmella-Dr-White-Oak-PA-15131/11539399_zpid/
1936 Lincoln Way,White Oak,PA,15131,18500,7657.0,NA,NA,110,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/1936-Lincoln-Way-White-Oak-PA-15131/11541143_zpid/
1317 Ohio Ave,White Oak,PA,15131,165000,NA,4.0,3.0,106,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1317-Ohio-Ave-White-Oak-PA-15131/11500743_zpid/
1180 Long Run Rd,White Oak,PA,15131,1295000,NA,0,NA,360,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1180-Long-Run-Rd-White-Oak-PA-15131/2098787435_zpid/
1540 California Ave,White Oak,PA,15131,233000,NA,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1540-California-Ave-White-Oak-PA-15131/11540698_zpid/
3614 Sherbine Way,White Oak,PA,15131,74900,NA,3.0,1.0,158,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3614-Sherbine-Way-White-Oak-PA-15131/11539456_zpid/
1121 Center St,White Oak,PA,15131,19000,NA,NA,NA,270,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/1121-Center-St-White-Oak-PA-15131/11541734_zpid/
1141 Center St,Mckeesport,PA,15131,59000,NA,NA,NA,270,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/1141-Center-St-Mckeesport-PA-15131/11541730_zpid/
2380 Inglewood Dr,White Oak,PA,15131,95000,NA,NA,NA,270,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/2380-Inglewood-Dr-White-Oak-PA-15131/11574681_zpid/
0 Mcclintock,White Oak,PA,15131,174900,NA,NA,NA,404,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Mcclintock-White-Oak-PA-15131/2099292370_zpid/
0 Mckee,White Oak,PA,15131,900000,NA,NA,NA,283,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/0-Mckee-White-Oak-PA-15131/2097847123_zpid/
2907 Versailles Ave,McKeesport,PA,15132,25500,NA,3.0,1.0,313,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2907-Versailles-Ave-Mckeesport-PA-15132/11461963_zpid/
1806 Meadow St,McKeesport,PA,15132,30500,NA,3.0,1.0,313,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1806-Meadow-St-Mckeesport-PA-15132/11463355_zpid/
3518 Haberlin St,McKeesport,PA,15132,29900,2330.0,3.0,1.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3518-Haberlin-St-Mckeesport-PA-15132/11463442_zpid/
803 Franklin St,McKeesport,PA,15132,77000,2273.0,4.0,3.0,3,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/803-Franklin-St-Mckeesport-PA-15132/11499816_zpid/
4725 3rd St,McKeesport,PA,15132,47000,NA,4.0,2.0,2,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4725-3rd-St-Mckeesport-PA-15132/11542463_zpid/
1611 Wesley St,McKeesport,PA,15132,44900,1326.0,3.0,2.0,7,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1611-Wesley-St-Mckeesport-PA-15132/11462870_zpid/
209 Highland Avenue Ext,McKeesport,PA,15132,119900,NA,3.0,2.0,6,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/209-Highland-Avenue-Ext-Mckeesport-PA-15132/11499563_zpid/
622 Arlington St,McKeesport,PA,15132,10900,1870.0,4.0,2.0,22,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/622-Arlington-St-Mckeesport-PA-15132/11426431_zpid/
1207 Park St,McKeesport,PA,15132,8900,1768.0,4.0,1.0,21,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/1207-Park-St-Mckeesport-PA-15132/11464307_zpid/
507 Fifth Ave,McKeesport,PA,15132,39900,NA,0,NA,20,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/507-Fifth-Ave-Mckeesport-PA-15132/2107430350_zpid/
1123 Craig St,McKeesport,PA,15132,14900,1365.0,3.0,1.0,22,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/1123-Craig-St-Mckeesport-PA-15132/11462138_zpid/
2407 Banker St,McKeesport,PA,15132,17900,1722.0,3.0,2.0,26,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2407-Banker-St-Mckeesport-PA-15132/11501529_zpid/
2523 Highland Ave,Mckeesport,PA,15132,49900,NA,3.0,3.0,21,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2523-Highland-Ave-Mckeesport-PA-15132/11459994_zpid/
1912 Versailles Ave,McKeesport,PA,15132,14900,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1912-Versailles-Ave-Mckeesport-PA-15132/11464229_zpid/
Juniper St,McKeesport,PA,15132,NA,1424.0,2.0,1.0,18,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128926767_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
310-312 25th,McKeesport,PA,15132,69900,NA,0,NA,18,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/310-312-25th-Mckeesport-PA-15132/2094694029_zpid/
1711 Grandview Ave,McKeesport,PA,15132,22000,811.0,2.0,1.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/1711-Grandview-Ave-Mckeesport-PA-15132/11462924_zpid/
1823 Willow St,McKeesport,PA,15132,84000,2860.0,4.0,2.5,140,Auction,http://www.zillow.com/homes/for_sale//homedetails/1823-Willow-St-Mckeesport-PA-15132/11464927_zpid/
Willow St,McKeesport,PA,15132,NA,2860.0,4.0,2.5,18,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128926742_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
25th,McKeesport,PA,15132,69900,NA,NA,NA,18,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/25th-Mckeesport-PA-15132/2094691235_zpid/
1517 Grant St,McKeesport,PA,15132,93000,1466.0,3.0,2.0,19,Auction,http://www.zillow.com/homes/for_sale//homedetails/1517-Grant-St-Mckeesport-PA-15132/92379514_zpid/
Grant St,McKeesport,PA,15132,NA,1677.0,3.0,2.0,49,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/Grant-St-Mckeesport-PA-15132/128807678_zpid/
115 Harphen St,McKeesport,PA,15132,140000,3440.0,3.0,2.5,16,Auction,http://www.zillow.com/homes/for_sale//homedetails/115-Harphen-St-Mckeesport-PA-15132/11541943_zpid/
Harphen St,McKeesport,PA,15132,141000,3440.0,3.0,3.0,409,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125772199_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Mcintosh Dr,McKeesport,PA,15132,NA,1032.0,2.0,1.0,18,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128926766_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Washington St,McKeesport,PA,15132,39000,1120.0,2.0,1.0,18,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/122617171_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2801 Morlock St,McKeesport,PA,15132,92900,NA,3.0,2.0,19,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2801-Morlock-St-Mckeesport-PA-15132/11463685_zpid/
809 Fawcett Ave,McKeesport,PA,15132,64900,1439.0,3.0,1.0,11,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/809-Fawcett-Ave-Mckeesport-PA-15132/11500166_zpid/
1806 Powers St,McKeesport,PA,15132,29900,1124.0,2.0,1.0,25,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1806-Powers-St-Mckeesport-PA-15132/11463151_zpid/
119 Hershey Dr,McKeesport,PA,15132,109900,NA,3.0,2.0,19,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/119-Hershey-Dr-Mckeesport-PA-15132/11502147_zpid/
929 Washington St,McKeesport,PA,15132,59900,NA,2.0,2.0,17,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/929-Washington-St-Mckeesport-PA-15132/11461155_zpid/
614 Manning Ave,McKeesport,PA,15132,58900,NA,3.0,2.0,14,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/614-Manning-Ave-Mckeesport-PA-15132/11465114_zpid/
1101 Jefferson St,McKeesport,PA,15132,59000,1200.0,2.0,2.0,15,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1101-Jefferson-St-Mckeesport-PA-15132/11461631_zpid/
620 Soles St,McKeesport,PA,15132,39900,NA,3.0,1.0,20,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/620-Soles-St-Mckeesport-PA-15132/11461036_zpid/
3024 Riverview St,McKeesport,PA,15132,69900,NA,3.0,2.0,21,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3024-Riverview-St-Mckeesport-PA-15132/11463801_zpid/
912 Franklin St,McKeesport,PA,15132,125000,NA,4.0,2.0,21,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/912-Franklin-St-Mckeesport-PA-15132/11500230_zpid/
1010 Porter St,McKeesport,PA,15132,48000,NA,2.0,1.0,24,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1010-Porter-St-Mckeesport-PA-15132/11461203_zpid/
1605 Williams St,McKeesport,PA,15132,69900,NA,3.0,2.0,25,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1605-Williams-St-Mckeesport-PA-15132/11462904_zpid/
219 Halsey Dr,McKeesport,PA,15132,179900,NA,5.0,3.0,24,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/219-Halsey-Dr-Mckeesport-PA-15132/11502055_zpid/
1219 Walnut St,McKeesport,PA,15132,8000,NA,2.0,1.0,NA,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/1219-Walnut-St-Mckeesport-PA-15132/11464325_zpid/
Walnut St,McKeesport,PA,15132,NA,1216.0,2.0,1.5,101,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/Walnut-St-Mckeesport-PA-15132/128623608_zpid/
908 Huey St,McKeesport,PA,15132,15400,NA,4.0,3.0,263,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/908-Huey-St-Mckeesport-PA-15132/11425586_zpid/
Craig St,McKeesport,PA,15132,NA,1300.0,3.0,2.0,347,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/Craig-St-Mckeesport-PA-15132/126081054_zpid/
1104 Evans Ave,McKeesport,PA,15132,29500,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1104-Evans-Ave-Mckeesport-PA-15132/11461286_zpid/
1900 Beaver St,McKeesport,PA,15132,6900,NA,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1900-Beaver-St-Mckeesport-PA-15132/11464923_zpid/
1414 Bailey Ave,McKeesport,PA,15132,29500,2684.0,4.0,3.0,217,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/1414-Bailey-Ave-Mckeesport-PA-15132/11464120_zpid/
319 Shaw Ave,McKeesport,PA,15132,54900,NA,0,NA,499,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/319-Shaw-Ave-Mckeesport-PA-15132/2100260750_zpid/
2504 Dewees St,McKeesport,PA,15132,18500,NA,2.0,1.0,31,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2504-Dewees-St-Mckeesport-PA-15132/11500108_zpid/
1819 Union Ave,McKeesport,PA,15132,29900,NA,0,NA,354,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1819-Union-Ave-Mckeesport-PA-15132/11464473_zpid/
2803 Grover St,McKeesport,PA,15132,15000,1534.0,3.0,2.0,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2803-Grover-St-Mckeesport-PA-15132/11462386_zpid/
3013 Atcheson St,McKeesport,PA,15132,14000,694.0,2.0,1.0,230,Auction,http://www.zillow.com/homes/for_sale//homedetails/3013-Atcheson-St-Mckeesport-PA-15132/11462002_zpid/
Park St,McKeesport,PA,15132,165000,2485.0,3.0,2.0,563,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124467989_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Petty St,McKeesport,PA,15132,144000,1940.0,4.0,2.0,616,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123986380_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Patterson St,McKeesport,PA,15132,71000,2605.0,3.0,2.0,630,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123986395_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2105 Orofino St,McKeesport,PA,15132,18000,NA,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2105-Orofino-St-Mckeesport-PA-15132/11501430_zpid/
Union Ave,McKeesport,PA,15132,NA,2130.0,4.0,1.5,46,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128863807_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1313 Freemont St,McKeesport,PA,15132,15900,NA,2.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1313-Freemont-St-Mckeesport-PA-15132/11461947_zpid/
1512 Packer St,McKeesport,PA,15132,11900,1152.0,2.0,1.0,42,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1512-Packer-St-Mckeesport-PA-15132/11462250_zpid/
420 Worthington St,McKeesport,PA,15132,40000,NA,4.0,2.0,397,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/420-Worthington-St-Mckeesport-PA-15132/11542071_zpid/
Wainwright Dr,McKeesport,PA,15132,149000,1756.0,3.0,2.5,345,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126082203_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2309 Lawndale St,McKeesport,PA,15132,39900,1532.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2309-Lawndale-St-Mckeesport-PA-15132/11461014_zpid/
501 High St,McKeesport,PA,15132,49500,1456.0,4.0,2.0,58,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/501-High-St-Mckeesport-PA-15132/11575492_zpid/
High St,McKeesport,PA,15132,NA,1456.0,3.0,2.0,74,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/High-St-Mckeesport-PA-15132/126330034_zpid/
2103 Sylvan St,McKeesport,PA,15132,70000,1088.0,2.0,1.0,5213,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/2103-Sylvan-St-Mckeesport-PA-15132/11460838_zpid/
906 Enterprise St,MCKEESPORT,PA,15132,68000,816.0,1.0,1.0,5289,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/906-Enterprise-St-Mckeesport-PA-15132/11425688_zpid/
3rd St,McKeesport,PA,15132,NA,1412.0,3.0,1.5,74,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128805594_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Duquesne Ave,McKeesport,PA,15132,107000,3432.0,4.0,2.0,381,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116749768_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Ridge St,McKeesport,PA,15132,74000,1320.0,3.0,2.0,345,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126081036_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3411 Oakland St,McKeesport,PA,15132,24900,1080.0,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3411-Oakland-St-Mckeesport-PA-15132/11462165_zpid/
441 32nd St,McKeesport,PA,15132,24000,NA,2.0,2.0,40,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/441-32nd-St-Mckeesport-PA-15132/11502939_zpid/
Grandview Ave,McKeesport,PA,15132,58000,1764.0,3.0,1.5,567,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/119579055_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
832 Hartman St,McKeesport,PA,15132,39900,NA,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/832-Hartman-St-Mckeesport-PA-15132/11460949_zpid/
2625 Banker St,McKeesport,PA,15132,34900,1232.0,3.0,1.0,46,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2625-Banker-St-Mckeesport-PA-15132/11501694_zpid/
Myer Blvd,Mckeesport,PA,15132,80000,2141.0,3.0,1.5,526,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124823189_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2911 Boyd St,McKeesport,PA,15132,62500,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2911-Boyd-St-Mckeesport-PA-15132/11461401_zpid/
3307 Garbett St,McKeesport,PA,15132,45000,NA,3.0,1.0,144,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3307-Garbett-St-Mckeesport-PA-15132/11462655_zpid/
2108 Grandview Ave,McKeesport,PA,15132,64900,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2108-Grandview-Ave-Mckeesport-PA-15132/2095061435_zpid/
519 Woodbine St,McKeesport,PA,15132,48000,750.0,2.0,1.5,3469,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/519-Woodbine-St-Mckeesport-PA-15132/11541907_zpid/
Sterling St,McKeesport,PA,15132,234000,1470.0,3.0,1.0,291,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126704908_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Jenny Lind St,McKeesport,PA,15132,NA,1654.0,3.0,1.0,130,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128579111_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2902 Garbett St,McKeesport,PA,15132,57000,NA,4.0,4.0,197,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2902-Garbett-St-Mckeesport-PA-15132/11462413_zpid/
941 Mcintosh Dr,McKeesport,PA,15132,76000,832.0,1.0,1.0,713,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/941-Mcintosh-Dr-Mckeesport-PA-15132/11541874_zpid/
409 Atlantic Ave,McKeesport,PA,15132,37000,1264.0,2.0,1.0,2489,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/409-Atlantic-Ave-Mckeesport-PA-15132/11426181_zpid/
2415 Cleveland St,McKeesport,PA,15132,44000,918.0,2.0,2.0,76,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/2415-Cleveland-St-Mckeesport-PA-15132/11501555_zpid/
912 N Grandview Ave,McKeesport,PA,15132,52900,NA,3.0,2.0,342,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/912-N-Grandview-Ave-Mckeesport-PA-15132/11461603_zpid/
568 Palm St,McKeesport,PA,15132,54900,NA,4.0,1.0,348,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/568-Palm-St-Mckeesport-PA-15132/11501972_zpid/
1407 Hamilton St,McKeesport,PA,15132,30000,NA,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1407-Hamilton-St-Mckeesport-PA-15132/11462541_zpid/
Eden Park Blvd,McKeesport,PA,15132,NA,1216.0,2.0,1.0,161,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127101640_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Grandview Ave,McKeesport,PA,15132,58000,1738.0,4.0,1.0,630,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123986396_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Library St,McKeesport,PA,15132,60000,1960.0,3.0,1.0,630,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123986399_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3509 Mckinley St,McKeesport,PA,15132,38900,1240.0,3.0,2.0,578,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3509-Mckinley-St-Mckeesport-PA-15132/11463898_zpid/
1510 Carnegie St,McKeesport,PA,15132,76900,2106.0,3.0,2.0,43,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1510-Carnegie-St-Mckeesport-PA-15132/11464132_zpid/
428 29th St,McKeesport,PA,15132,53000,1232.0,3.0,2.0,910,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/428-29th-St-Mckeesport-PA-15132/11502792_zpid/
2315 Grandview Ave,McKeesport,PA,15132,89900,NA,3.0,2.0,51,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2315-Grandview-Ave-Mckeesport-PA-15132/11463888_zpid/
417 Bayne St,McKeesport,PA,15132,65000,NA,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/417-Bayne-St-Mckeesport-PA-15132/11542034_zpid/
1211 Hamilton St,McKeesport,PA,15132,30000,NA,4.0,1.0,249,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1211-Hamilton-St-Mckeesport-PA-15132/11461877_zpid/
2405 Carson St,McKeesport,PA,15132,54000,1344.0,2.0,1.0,754,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/2405-Carson-St-Mckeesport-PA-15132/11502523_zpid/
Beaver St,McKeesport,PA,15132,33000,1668.0,3.0,1.5,347,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123925149_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Grandview Ave,McKeesport,PA,15132,45000,1404.0,3.0,1.0,469,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125407259_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Stewart St,McKeesport,PA,15132,NA,1274.0,3.0,1.0,319,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126329995_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
431 32nd St,McKeesport,PA,15132,79900,1557.0,4.0,3.0,517,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/431-32nd-St-Mckeesport-PA-15132/11502937_zpid/
3704 Mayfair St,McKeesport,PA,15132,59900,1232.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3704-Mayfair-St-Mckeesport-PA-15132/11463495_zpid/
1601 Williams St,McKeesport,PA,15132,75000,NA,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1601-Williams-St-Mckeesport-PA-15132/11462905_zpid/
462 Marshall Dr,McKeesport,PA,15132,99900,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/462-Marshall-Dr-Mckeesport-PA-15132/11541872_zpid/
2025 Allison St,McKeesport,PA,15132,48000,NA,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2025-Allison-St-Mckeesport-PA-15132/11463462_zpid/
424 26th St,McKeesport,PA,15132,29900,NA,2.0,NA,147,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/424-26th-St-Mckeesport-PA-15132/11502284_zpid/
903 Center St,McKeesport,PA,15132,29000,NA,1.0,1.0,45,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/903-Center-St-Mckeesport-PA-15132/11542137_zpid/
1016 Porter St,McKeesport,PA,15132,37500,1017.0,2.0,1.0,158,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1016-Porter-St-Mckeesport-PA-15132/11461205_zpid/
1800 Walnut St,Mckeesport,PA,15132,149900,1900.0,0,NA,249,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1800-Walnut-St-Mckeesport-PA-15132/2139052595_zpid/
Orchard St,McKeesport,PA,15132,36000,1180.0,3.0,1.0,526,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124823204_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
116 Hershey Dr,McKeesport,PA,15132,124500,NA,3.0,2.0,43,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/116-Hershey-Dr-Mckeesport-PA-15132/11502127_zpid/
2126 Wesley St,McKeesport,PA,15132,40000,NA,2.0,1.0,215,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2126-Wesley-St-Mckeesport-PA-15132/11501464_zpid/
3714 Grover St,McKeesport,PA,15132,58000,NA,3.0,1.0,256,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3714-Grover-St-Mckeesport-PA-15132/11462895_zpid/
2515 Collins St,McKeesport,PA,15132,54900,NA,2.0,2.0,128,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2515-Collins-St-Mckeesport-PA-15132/11502644_zpid/
